cell_id,TP53,MYC,HIF1A,FOXM1,E2F1,NFKB1,SP1,STAT3,AP1,RUNX1,SMAD3,YAP1,CTNNB1,EGFR_TF,TWIST1,ZEB1,SNAI1,KLF4,SOX2,OCT4,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009,GENE_010,GENE_011,GENE_012,GENE_013,GENE_014,GENE_015,GENE_016,GENE_017,GENE_018,GENE_019,GENE_020,GENE_021,GENE_022,GENE_023,GENE_024,GENE_025,GENE_026,GENE_027,GENE_028,GENE_029,GENE_030,GENE_031,GENE_032,GENE_033,GENE_034,GENE_035,GENE_036,GENE_037,GENE_038,GENE_039,GENE_040,GENE_041,GENE_042,GENE_043,GENE_044,GENE_045,GENE_046,GENE_047,GENE_048
CELL_1144,0.9653638586359055,1.3596698795846593,1.0040269633044843,1.031124272998146,1.3809929114293282,0.693144566698703,0.9256195736609404,1.267915140102565,1.4514438023979312,1.1636781283907807,0.9027603013541797,1.2744577553656784,1.0006302816094976,2.140198994850402,1.1675011715007038,0.6735171155762655,0.9549201798677185,0.8441441670234782,0.7287915396994358,0.7730975802921656,0.6052073909157167,1.0252501408572687,1.7438908632262369,1.1206393081267216,0.48825779443312833,0.6723814839578983,0.787051128729801,1.1061655385788476,0.6140978278546658,1.4688969704480643,2.3023051986057315,1.8923074362421075,1.5430784198112177,1.7484875328218774,2.088217525173425,1.5384698671770052,0.7426842414669111,2.0408879979406613,1.3809466880990477,1.0128641235235385,1.4674070620169277,1.058297953476652,1.0101733561542279,2.535207108046003,0.5708309592431204,1.1395525705614469,0.8517010860358663,0.857204429459976,0.7074691823642875,1.1396810919636238,1.6876794153055557,1.5030945207631567,1.3085469639046605,1.0851174577154366,0.8714525019689376,1.227999099255141,1.6033854306713387,1.06293176397412,0.913505501291499,2.2763115580452618,0.8186615284017564,1.7425505399147585,0.7904977691731236,0.9431504418211417,1.776939298376112,1.3518492359621885,1.0608894582839261,2.2707629245254917
CELL_1094,0.8631500010440196,0.9854509087749783,1.238408005380345,1.1653817801161699,1.0486838450026101,1.5154978390508336,1.165944579494327,1.310528610749258,0.943548166062893,1.4332831027850517,0.8101685731794318,1.1051869212795322,1.2350866648416503,0.9752221109662766,1.119369755280884,1.3563948818652998,1.3630801728016426,1.0977495503935133,0.9783289969085044,1.2551453404467614,0.8844420376628312,3.301390815577221,0.9074998012807147,0.715207685949535,0.9871098793024259,0.9774985399672476,1.1246803582249574,1.7264646472586211,2.489249901883772,2.2132587281718767,0.5394919212514205,1.2508371382530434,1.3393789451428222,1.183757463699491,1.3799518575396885,1.9914659023718564,1.163586495039202,0.8635997179445692,1.2416390069411407,0.4035713927632651,1.8719320544083489,1.0051938099649937,1.7483895217205048,1.2325573260936347,1.1739965742886176,1.585239875010549,1.668489224768742,0.935822978593453,1.0761176500569953,1.2331162554616057,1.5829639490597753,1.0223886044488837,0.8790631909999577,3.122653695878226,0.9443830967798956,1.1467665396917615,1.701046103455429,1.2389844091383162,0.7230134638692784,2.1472614575104463,1.6323374659800653,2.2771844218725272,0.7141146498184334,0.981918156567115,1.9859778940888186,0.611496798850041,0.8272532758587201,2.759578034956734
CELL_0811,1.6136898132347335,1.1076707407656294,2.054568224749762,1.4260173567457317,1.3129132267982346,1.0734687498902804,0.7073915851323831,1.1313896968181376,0.8544867092723789,0.9679621054726519,1.1503748418550939,1.660794942362386,1.067254875615662,0.8254054224534156,0.7186576206403081,0.8013096094273834,2.1068616006004497,0.933304257190777,0.6477021373791202,1.2092862554585329,1.3057708436465072,1.5090257546559016,1.7191735979273204,0.4654227712143604,1.3279696117098594,1.4490335213840482,0.7198656626407042,1.6088950429506401,0.9979548662993903,1.1420725569800438,2.593853343489249,1.8378460132473808,1.557562096735019,1.449506033410735,0.8607063266844455,0.978314250224991,1.2781820851677816,0.8135238996164775,0.8788449631415981,0.9488105833546513,2.8410075131780363,1.9570911187142828,1.2591163037078863,0.7737315838167582,1.2597977360743244,1.1692325979221112,2.4375308221087657,2.2696840223789354,0.8452621672151492,1.6168188139762665,0.969590652545844,0.8305041874482908,1.9996522324208645,1.3782475852700034,3.638823135310539,1.0984849472934217,0.8406348477748542,0.9117610888686822,1.2501246700445297,0.7700422818303029,1.0332147336111703,0.7647202225042548,0.920300965156467,0.9257699718298518,1.4791709517400031,1.0769098652656153,1.1074766037358508,0.9706938221810807
CELL_1079,1.830111617279911,1.3968163629225538,1.1939432734894877,1.1081967720653867,0.8342987028881986,1.41369498814829,1.7113233300396442,1.447505582561296,1.3315971555024735,1.496124798963402,1.1278666328660762,0.6087989299085876,1.5559095900350468,0.8077613910825985,1.1146663215581627,1.9053363032462372,1.0973701717522557,1.8061950500393928,1.1570754264126861,0.8598513391113233,1.125470330928929,0.9040003523052239,1.6591451587874186,1.0637855477367983,0.4918476534507119,0.5205608276237758,1.3444476018169296,0.8562386913488251,0.7545073353098183,1.1720644805294633,1.4263161050871485,1.9828361333502824,1.2263164821463106,1.6282072032561936,0.6807871738940707,2.0204188483323557,0.5250018628273639,1.4264756729128223,0.931003490847807,1.098255585375269,1.0142749644908522,1.028437132627271,1.0857532306782745,2.379857386255781,1.8948056622236604,1.5579422812452481,1.0779117685281077,1.3798320303459934,0.9289620765976245,1.4031714173347403,1.1737162647443988,1.4873937722998944,1.014891949490143,1.8089612917068443,1.2462973368298431,1.1316025058628587,1.6553972558901804,2.3257287508180458,1.2299095068121377,1.133838689022005,1.440029352372255,1.0142394967985533,0.7867815190580322,0.9354998624608125,2.042090643696677,1.00077060610571,1.3470597946458136,0.6281073812195831
CELL_0387,2.804382736007269,5.3402244314923,3.2094385651615,3.0192508742498303,5.782780705309359,1.6946192107655562,1.7963563339043873,1.5740649471267223,3.4870610470894685,3.2110476379102497,5.568326427330807,3.3114628183947015,2.555728055283041,3.0063236368290083,3.1489937815671865,1.539250316869346,8.882940661282003,3.6985779474300076,3.2674286277732154,3.8422786679262706,1.4243252286407773,1.1521350222179079,0.7080479335838052,2.9187297047970673,2.4100917062520915,1.2814668592104772,1.057432070311835,0.9952908086730515,0.3705278707394899,1.611088499665118,1.994038132846498,1.4462168212783473,1.2928276324931738,1.4429530663968735,0.8810745909672667,1.0515049106786258,1.2421372515299816,1.9123603938653368,2.6896987181340926,1.2037312148855028,0.8006008515514021,1.3741335614641477,3.6904394986843125,0.836186823676297,2.1020653755533028,2.6326219218860833,1.127488474407271,0.9508848670957929,1.7994451032743553,1.6106025866623586,1.9105422182285858,3.807050398711269,1.4674457093275615,0.7437038128070899,1.3955938185575953,1.5231467072834042,2.5436099661826455,1.2233803455760248,1.1001715070516953,0.6800445297134565,1.7748331101070096,7.200162482415185,1.2076840387785612,1.6921120413116144,1.0264267268014104,0.7113131856644014,1.677186973717521,1.3690186122459373
CELL_0460,2.8919781552811283,2.571805129298722,2.7555014246754364,3.4335202947639063,2.805349842079013,2.925762242377265,1.5163550176603737,3.513733707360846,2.8988632602470434,5.720848835480682,2.063026198222535,1.4574405780001691,3.846745236251861,3.4508162847256605,2.0069713442050694,1.6292184446136184,5.556445983470997,5.289079146028439,1.1107298219474147,2.501050361648246,2.294506304331464,1.1144853018536394,1.6061626953405117,2.2021121047936965,0.599265620660754,3.3966264304098286,2.4076717307534885,1.7453347287290593,2.142658323269356,2.193587105643872,1.56255131438398,2.756988543047356,1.0764513302412104,1.7004715630017373,2.6138426038345406,0.3514809104485712,1.680315667333604,1.9392523054454427,0.5745198198743885,1.5541208920137455,0.9076894355860178,1.6460905959311694,1.28723994899881,0.8409996084507108,2.3509789874267093,1.0950691237684644,1.5449350907549093,2.603935128386535,0.8535533365025594,1.3553024286273765,1.0537301866771878,1.1781084899625327,3.967128780514501,1.696195737606866,1.5790072682130951,1.754253950251734,1.673855777258972,0.5417737665916449,4.256215606852896,0.6490894381730979,3.210084089848003,1.8386060123487808,1.4775562033503205,1.1586522914411126,4.965829115235929,1.8262136506898596,1.3618499495508951,1.0328982107237321
CELL_0693,2.1400689554501224,1.2932603103199451,1.9662193483728794,1.1250875369468103,1.3772954985803143,1.8923219157105766,1.4135978672246945,1.2507384154420849,0.7328650129814257,0.8152872973093757,1.2084940727271365,1.4972774601354142,1.0611369368734427,1.3530432603317897,0.8575983674334817,0.9132713363021749,1.276528556498418,1.1246196485868738,0.9860821141941938,0.9418177059948634,1.5207860000927003,1.4242104605681178,0.9494924020335668,2.112776849471833,1.7773039972779634,0.8030234681505068,1.5959949057945937,1.0750817346501091,1.6633312207190838,1.8855693937731286,1.520944457805992,1.9581308446893833,1.533335522083059,1.034062662593906,0.5265838189061963,0.7691059788813673,0.9606547462670549,1.4839376239508564,0.7335149368376315,0.7013087533200587,1.0229092864942246,1.0709395678882505,1.2589301812994753,2.010924835795902,0.987838513903494,1.1387921250831021,1.7176080645929352,0.8388847462766228,1.9209274502699536,0.8135348552455655,1.0182267607095514,0.9069392971511512,2.2595338028160987,1.2656845596810347,1.1235249177719344,0.7520210432073346,1.9299018778710582,1.6790719123969393,0.9247126765116684,1.2250949905557977,1.419544219150381,1.3842761635111573,1.0004444821201663,2.22650975861464,1.1120982327796023,1.1258106730883644,1.7963952861913566,1.6302482822720417
CELL_0396,1.6567458028239452,1.9153982401354133,3.509689472200189,1.878456951746012,4.688223481379999,2.919907342242156,3.1088033635268553,2.6876059420025538,4.092430858428192,4.10934626033461,3.43501653987588,3.7656317488799598,2.7598163344669757,3.7317645920383162,2.62439105428042,3.0068488865868614,2.6916180012695845,2.5020554755284667,2.2804100673861836,3.622179952972391,0.6679722218491662,0.9923627908382437,2.2029538541722515,2.9759255770733493,1.5133952893363307,1.0104681445750752,3.074091528384343,1.300440700523352,0.9970999262846086,0.9162497770706841,0.7426657703492275,5.566632064227807,2.746916288145873,0.9722457687005374,3.2088511098116492,1.762355183082534,1.7109589463299526,0.9427458781039383,1.043871513918211,1.3215271275628488,0.5052133330534931,1.0582217746070879,1.3528923953563161,2.598045556290991,0.9917603604234616,2.026011446386824,0.48179001661278814,2.4193891422235194,0.8605586706961502,1.4407106294547876,1.653958589300736,1.499437111495567,1.2796800946921016,0.7255987211271836,0.8652208738580407,2.2215740398678134,1.001312130694487,1.281911346124425,0.6401561624622244,2.0736009405574793,0.6978566847074649,2.1339642588327714,0.7934570400366184,2.241743732779373,1.3567558661815122,1.0208353898794098,3.0047695545959296,1.3041774083397442
CELL_1111,1.6600166816255726,0.9398806591357091,1.0949753881279427,0.8362549724505409,1.0903184260451115,1.4909586454046038,0.789507616242896,0.8301680087870696,1.735157375388897,0.9422090032545861,1.425562391558887,0.958277137153056,0.8798367332254987,2.1701233745898647,1.0419105769940336,1.3498390968771956,1.0661846249767666,1.0453721396765099,1.6122901823614755,0.9877611389612542,1.775205922823722,1.247393796109332,1.5670547164211706,0.7687148596432346,1.719302584827013,1.5252384009346474,0.9794804344109621,2.0497300466381585,0.801525935910666,1.7897351582908896,1.4673718025950813,1.1795762112637302,1.6143649922768684,1.7675693285960807,1.4787112434343228,1.8534168744939001,0.5896363070886407,1.1207404922212072,1.1233700721000761,0.8549650554699476,1.6060092157868062,1.1997044462112552,0.9940755292802961,1.2904007374525086,2.1231172400610308,2.739384736395671,2.0946782564464193,0.8571155901410729,0.8780904308216129,1.1684068926605893,1.430152495023085,1.6774156973097065,1.3250460094441998,1.2708959077839006,1.5940022533928762,0.9683424603570083,1.6063582061905837,1.1708791949768527,1.682576233306412,0.593592222426016,1.0869583733097343,1.2735311319594873,2.113175788684464,1.8362921116614443,0.9967353810691689,1.797400667065759,1.7002484175973736,1.5312411344982835
CELL_0189,3.417239031520497,2.990866660521531,2.1701455761723967,4.175825094787467,3.2880826352213184,3.0254060103488123,2.033693481932408,5.0601856521468385,3.9191747086649555,2.408084612843001,4.484961635303727,2.461994182014434,2.197232475974945,2.216919795653327,1.4793052897624552,3.6277657110146975,1.4441805231153722,1.8378978901001046,1.3096563785686788,2.902499095272702,0.783008093955666,1.3439395171107769,1.1831146170375886,1.422112100301602,1.0280377174024815,2.5734708133385134,1.4535145340546158,0.8697856795012562,2.135564632947929,0.717420027137661,2.5657406484327114,2.215614323755113,2.704420476242011,1.2471697869681098,1.0533157124544614,1.4077756146862541,1.2940561747214063,0.9739764611957793,1.0234592827231308,1.123909886794748,0.7520128681929978,1.8945505711756587,1.3150194168873215,1.1569772271917014,0.7747792875317636,0.7556428093687662,3.553585256866204,0.9864637192576541,1.8317360843337007,1.4642120309703877,0.33702632681980593,3.307608469793481,1.9003574297255466,0.9195829038207919,1.3308485519603581,0.759882332229901,3.3639310290182807,0.8574187521411211,1.0392070824614659,0.9372731356385192,1.405214134549372,2.678235681870391,3.302524660299581,1.1057257734184143,1.6308958925480115,1.406286730789532,0.8262940036064264,4.532518690487161
CELL_0002,5.399247044090888,2.7447485828109577,3.086418267547771,1.6991034430682945,2.416322871935765,3.1404592145023025,1.8957273088275903,3.491317622889178,2.3625570400539444,2.673323620789795,2.3615480446257853,6.302278746576938,2.9879905664036475,1.9677989392933364,4.1745975766938574,1.8434937345431988,3.265932863009607,1.3718112547940842,1.766014972668617,3.2502908815359755,2.2451351323479285,1.0709454005171872,2.311034540269908,2.3519621396604804,2.319307162772634,0.9703737876026409,1.2408928773573964,1.5215559983702294,0.6801642115346168,2.9965454366542494,1.3415983923912655,1.5557596446455868,1.0115641336727053,0.6952812912539541,0.9979870858969758,1.5062183322700984,1.8902600389943307,1.4635950473886081,1.6053824392766527,1.1405228671595868,1.7300049730876836,2.8332272506862113,1.9201335121870653,2.023383164040159,1.5636271204341559,0.6366230640120375,0.8006484914951786,1.694585046152493,1.3424958739924477,1.6818955202403632,3.121181789916007,1.9406403571481088,2.5330981096807657,1.4152988281005365,0.9015787923763675,1.3113628243636382,0.9026901604597494,2.9421702178849634,2.004100914051158,1.7511211646552005,2.504205706731074,0.4916303297200534,1.8113437545712885,0.700947076354446,1.344970595545904,1.155052969275065,1.8792416279092206,1.5129988042376261
